OBJECTID,NAME,PLZ,GPLZ,CANTON,CANTON_NR,BFSNR,CASES,SUBMISSIONS,FRACTION,POPULATION_AGGREGATED,SUBMISSIONS_PER_100K,CASES_PER_100K,Shape__Area,Shape__Length
785,Develier,2802,2802,JU,26,6712,0,0,0,1363,0,0,26843214.402832,21499.8963720777
786,Bourrignon,2803,2803,JU,26,6703,0,0,0,273,0,0,30021849.6040039,26394.4181092689
787,Soyhières,2805,2805,JU,26,6724,0,0,0,433,0,0,24452079.1870117,25010.7086194939
788,Mettembert,2806,2806,JU,26,6716,0,0,0,138,0,0,12257450.9438477,21481.3968768873
789,Lucelle,2807,2807,JU,26,6719,0,0,0,368,0,0,32619984.175293,31994.9403546957
790,Movelier,2812,2812,JU,26,6718,0,0,0,422,0,0,17197481.7890625,20949.369351997
791,Ederswiler,2813,2813,JU,26,6713,0,0,0,158,0,0,14459558.3369141,20470.3959226725
792,Roggenburg,2814,2814,BL,13,2790,0,0,0,266,0,0,14691232.980957,19043.4164808248
793,Courroux,2822,2822,JU,26,6709,0,92,0,2827,3254.33322,0,16365174.4121094,26702.2427671464
794,Courcelon,2823,2823,JU,26,6709,0,0,0,434,0,0,16648656.8706055,21972.5614035704
795,Vicques,2824,2824,JU,26,6730,0,79,0,1857,4254.1734,0,26953357.8251953,27414.0141286071
796,Courchapoix,2825,2825,JU,26,6706,0,0,0,435,0,0,13821273.3579102,18546.1051877847
797,Corban,2826,2826,JU,26,6730,0,0,0,500,0,0,17254873.8925781,19295.0789358162
798,Mervelier,2827,2827,JU,26,6715,0,0,0,558,0,0,35849555.8666992,27709.4468410098
799,Montsevelier,2828,2828,JU,26,6730,0,0,0,504,0,0,16789740.8457031,18491.4043057522
800,Vermes,2829,2829,JU,26,6730,0,0,0,405,0,0,40029599.7358398,31719.1688374457
801,Vellerat,2830,2830,JU,26,6708,0,116,0,3133,3702.52154,0,29800992.184082,27869.0411622938
802,Rebeuvelier,2832,2832,JU,26,6708,0,0,0,401,0,0,19361152.3291016,19577.4865997727
803,Rossemaison,2842,2842,JU,26,6721,0,0,0,648,0,0,4018074.44189453,9020.21286648658
804,Châtillon JU,2843,2843,JU,26,6704,0,0,0,480,0,0,11417614.668457,16073.6166674606
805,Courtételle,2852,2852,JU,26,6710,0,111,0,2613,4247.99082,0,29574016.2983398,26867.1500390075
806,Courfaivre,2853,2853,JU,26,6729,0,61,0,1734,3517.87774,0,27209601.4692383,24467.7654846764
807,Bassecourt,2854,2854,JU,26,6729,1,108,0.00925925925925926,3511,3076.04671,28.48191,32458657.8745117,30161.2951738769
808,Glovelier,2855,2855,JU,26,6729,0,0,0,1230,0,0,31319761.1806641,30445.4025094503
809,Boécourt,2856,2856,JU,26,6702,0,0,0,760,0,0,15374630.8242188,20197.2467208686
810,Montavon,2857,2857,JU,26,6702,0,0,0,166,0,0,10876328.4521484,15929.2928504997
811,Undervelier,2863,2863,JU,26,6729,0,0,0,282,0,0,28291473.9741211,35164.4375750892
812,Soulce,2864,2864,JU,26,6729,0,0,0,219,0,0,31305808.9208984,28316.2848522
813,Saulcy,2873,2873,JU,26,6722,0,0,0,266,0,0,16511057.5419922,22754.3083287143
814,St-Ursanne,2882,2882,JU,26,6808,0,0,0,717,0,0,31117322.2641602,43920.5810767723
815,Montmelon,2883,2883,JU,26,6808,0,0,0,107,0,0,27633790.5712891,42983.0016524091
816,Montenol,2884,2884,JU,26,6808,0,0,0,86,0,0,5135552.22021484,15481.2886816384
817,Epauvillers,2885,2885,JU,26,6808,0,0,0,165,0,0,20029564.4755859,22204.7270163155
818,Epiquerez,2886,2886,JU,26,6808,0,0,0,83,0,0,19161725.5458984,27754.43520223
819,Soubey,2887,2887,JU,26,6759,0,0,0,142,0,0,29320062.8876953,26798.776928112
820,Seleute,2888,2888,JU,26,6808,0,0,0,59,0,0,11066358.9956055,16538.4174705694
821,Ocourt,2889,2889,JU,26,6808,0,0,0,138,0,0,25386462.7529297,26385.7139239076
822,Porrentruy,2900,2900,JU,26,6800,1,136,0.00735294117647059,6649,2045.42036,15.03986,32042627.9174805,29697.9131595089
823,Fontenais,2902,2902,JU,26,6790,0,0,0,1060,0,0,8040300.72265625,14899.8154593773
824,Villars-sur-Fontenais,2903,2903,JU,26,6790,0,0,0,224,0,0,14845419.0493164,17158.498691398
825,Bressaucourt,2904,2904,JU,26,6790,0,0,0,404,0,0,20730751.3100586,19240.3395096852
826,Courtedoux,2905,2905,JU,26,6785,0,0,0,771,0,0,17719443.7431641,19566.3850624446
827,Chevenez,2906,2906,JU,26,6809,0,0,0,645,0,0,45720561.1806641,29943.7585602962
828,Rocourt,2907,2907,JU,26,6809,0,0,0,163,0,0,9788374.47119141,14944.5664514002
829,Grandfontaine,2908,2908,JU,26,6792,0,0,0,411,0,0,19549104.6352539,25716.2866327019
830,Réclère,2912,2912,JU,26,6809,0,0,0,233,0,0,22868739.9990234,27371.085205922
831,Damvant,2914,2914,JU,26,6809,0,0,0,115,0,0,10941297.390625,14889.650967211
832,Bure,2915,2915,JU,26,6778,0,0,0,673,0,0,30154259.9575195,25957.1527417261
833,Fahy,2916,2916,JU,26,6789,0,0,0,367,0,0,17038820.9858398,17141.4452612423
834,Courchavon,2922,2922,JU,26,6783,0,0,0,303,0,0,13581084.9628906,16905.4086633851
835,Courtemaîche,2923,2923,JU,26,6807,0,0,0,617,0,0,19653169.6445313,19169.1038942594
836,Montignez,2924,2924,JU,26,6807,0,0,0,214,0,0,12768216.0366211,16716.1984144297
837,Buix,2925,2925,JU,26,6807,0,0,0,431,0,0,17886422.6826172,21176.7754359572
838,Boncourt,2926,2926,JU,26,6774,0,0,0,1250,0,0,19660125.8535156,20812.7327236573
839,Coeuve,2932,2932,JU,26,6781,0,0,0,750,0,0,25442347.5229492,21296.1606424703
840,Damphreux,2933,2933,JU,26,6787,0,0,0,381,0,0,23448520.9995117,22546.6007958212
841,Beurnevésin,2935,2935,JU,26,6773,0,0,0,135,0,0,11357371.5419922,14464.5741935494
842,Alle,2942,2942,JU,26,6771,0,0,0,1856,0,0,23172086.4677734,20483.8879751496
843,Vendlincourt,2943,2943,JU,26,6806,0,0,0,548,0,0,19943109.6572266,22034.8796143472
844,Bonfol,2944,2944,JU,26,6775,0,0,0,677,0,0,29694319.456543,26981.3079780963
845,Miécourt,2946,2946,JU,26,6810,0,0,0,448,0,0,14151911.7680664,16011.4033501893
846,Charmoille,2947,2947,JU,26,6810,0,0,0,312,0,0,18566788.7958984,21496.6498501639
847,Courgenay,2950,2950,JU,26,6784,0,71,0,2325,3053.76344,0,40264022.0942383,31472.0526185922
848,Cornol,2952,2952,JU,26,6782,0,0,0,1024,0,0,22867008.4140625,19812.2741347728
849,Fregiécourt-Pleujouse,2953,2953,JU,26,6810,0,0,0,260,0,0,11443408.3007813,18932.3566656067
850,Asuel,2954,2954,JU,26,6810,0,0,0,208,0,0,22134568.3012695,22185.3539308638
851,Bern,3004,3000,BE,2,351,17,434,0.0391705069124424,3597,12065.61023,472.61607,5479157.16162109,15305.5710464528
852,Bern,3005,3000,BE,2,351,4,815,0.0049079754601227,4882,16693.97788,81.93363,3491527.21240234,7697.15369673332
853,Bern,3006,3000,BE,2,351,22,2699,0.00815116709892553,19257,14015.68261,114.24417,10602986.9282227,18872.3746164918
854,Bern,3007,3000,BE,2,351,16,2583,0.00619434765776229,16040,16103.49127,99.75062,4129945.0703125,14196.1824156549
855,Bern,3008,3000,BE,2,351,26,1465,0.0177474402730375,9760,15010.2459,266.39344,7711886.51025391,21163.3830761547
856,Bern,3010,3000,BE,2,351,0,0,0,138,0,0,277697.544921875,2378.00696798593
857,Bern,3011,3000,BE,2,351,6,743,0.00807537012113055,4443,16722.93495,135.04389,2080440.16113281,9914.62443878432
858,Bern,3012,3000,BE,2,351,21,2604,0.00806451612903226,14060,18520.62589,149.35989,11121471.0805664,14066.643428516
859,Bern,3013,3000,BE,2,351,16,1853,0.00863464651915812,11857,15627.89913,134.94138,2752452.31982422,10362.4514399216
860,Bern,3014,3000,BE,2,351,13,2166,0.00600184672206833,12691,17067.21299,102.4348,6641129.22314453,13387.7958786452
861,Bern,3015,3000,BE,2,351,6,224,0.0267857142857143,2743,8166.24134,218.73861,1641561.35400391,6178.09277388009
862,Bern,3018,3000,BE,2,351,11,1377,0.00798838053740015,18354,7502.45178,59.93244,11036237.1323242,16627.3409609362
863,Bern,3019,3000,BE,2,351,0,95,0,897,10590.85842,0,11708297.2773438,16728.0129412223
864,Bern,3020,3000,BE,2,351,0,50,0,540,9259.25926,0,14337127.9609375,22375.7428554858
865,Bern,3027,3000,BE,2,351,9,794,0.0113350125944584,13275,5981.16761,67.79661,13965636.4648438,18949.959495869
866,Hinterkappelen,3032,3032,BE,2,360,3,640,0.0046875,4649,13766.40138,64.53001,8765079.18359375,13518.5070092371
867,Wohlen b. Bern,3033,3033,BE,2,360,3,315,0.00952380952380952,1714,18378.06301,175.02917,13480244.5625,17059.787079964
868,Murzelen,3034,3034,BE,2,360,0,0,0,291,0,0,16670004.8051758,22223.3385591612
869,Frieswil,3035,3035,BE,2,312,0,0,0,253,0,0,7196583.55175781,12916.9790019502
870,Detligen,3036,3036,BE,2,309,0,98,0,993,9869.08359,0,23437015.3725586,25369.0864186238
871,Herrenschwanden,3037,3037,BE,2,354,1,260,0.00384615384615385,1837,14153.51116,54.43658,3691167.55517578,12714.5104554111
872,Kirchlindach,3038,3038,BE,2,354,3,215,0.013953488372093,1463,14695.83049,205.0581,22363834.4311523,23590.9639864033
873,Ortschwaben,3042,3042,BE,2,307,0,165,0,722,22853.1856,0,2639976.578125,9387.41715734356
874,Uettligen,3043,3043,BE,2,360,1,207,0.00483091787439614,1802,11487.2364,55.4939,20830681.1625977,26751.9845557385
875,Innerberg,3044,3044,BE,2,360,0,86,0,620,13870.96774,0,5382173.74023438,10735.5298489489
876,Meikirch,3045,3045,BE,2,307,0,149,0,1244,11977.49196,0,14653216.2260742,19947.2773103493
877,Wahlendorf,3046,3046,BE,2,307,0,72,0,472,15254.23729,0,5113510.07714844,11447.9621749893
878,Bremgarten b. Bern,3047,3047,BE,2,353,2,602,0.00332225913621262,4131,14572.74268,48.41443,4086669.67724609,10888.0777248789
879,Worblaufen,3048,3048,BE,2,362,3,209,0.0143540669856459,1789,11682.50419,167.69145,2479967.74023438,10186.8616590179
880,Säriswil,3049,3049,BE,2,360,0,77,0,618,12459.54693,0,9675419.33837891,16476.2335474866
881,Zollikofen,3052,3052,BE,2,361,6,1205,0.00497925311203319,11357,10610.19635,52.83085,13878535.5756836,23972.0672607746
882,Wiggiswil,3053,3053,BE,2,553,4,1177,0.00339847068819031,9867,11928.65106,40.53917,34456950.2016602,33974.542520706
883,Schüpfen,3054,3054,BE,2,311,2,435,0.00459770114942529,3740,11631.01604,53.47594,41578282.9238281,32422.6622774622
884,Ittigen,3063,3063,BE,2,362,5,889,0.00562429696287964,9786,9084.40629,51.0934,7081456.66894531,16604.8232340054
885,Bolligen,3065,3065,BE,2,352,2,864,0.00231481481481481,5855,14756.61827,34.15884,28795706.5800781,29301.4463415039
886,Stettlen,3066,3066,BE,2,358,1,351,0.00284900284900285,3477,10094.9094,28.76043,14757045.0605469,23749.5798629863
887,Boll,3067,3067,BE,2,359,4,419,0.00954653937947494,3517,11913.5627,113.7333,16864992.6762695,31180.7493947466
888,Utzigen,3068,3068,BE,2,359,0,181,0,1634,11077.11138,0,32092725.421875,30027.888498289
889,Ostermundigen 1,3072,3072,BE,2,363,11,1367,0.00804681784930505,17189,7952.76049,63.99442,13086101.6308594,20048.7393121208
890,Gümligen Zustellung,3073,3073,BE,2,356,1,695,0.00143884892086331,6405,10850.89774,15.6128,9381015.15722656,16924.6579844297
891,Muri b. Bern,3074,3074,BE,2,356,4,898,0.0044543429844098,6541,13728.78765,61.15273,6844289.57714844,14854.8300221408
892,Rüfenacht BE,3075,3075,BE,2,627,4,410,0.00975609756097561,3780,10846.56085,105.82011,9591459.86572266,16666.016615208
893,Worb,3076,3076,BE,2,627,8,795,0.010062893081761,6515,12202.60936,122.79355,26540093.9213867,35059.3517970174
894,Enggistein,3077,3077,BE,2,627,0,0,0,383,0,0,5923550.60742188,10701.2111181578
895,Richigen,3078,3078,BE,2,627,0,0,0,437,0,0,4841329.08105469,9326.46804125743
896,Schlosswil,3082,3082,BE,2,608,0,61,0,825,7393.93939,0,10370544.6137695,16109.4832919366
897,Trimstein,3083,3083,BE,2,616,0,75,0,558,13440.86022,0,7711452.70703125,14842.3116788593
898,Wabern,3084,3084,BE,2,355,7,1096,0.00638686131386861,7825,14006.38978,89.45687,9635510.03466797,17092.7854315965
899,Zimmerwald,3086,3086,BE,2,888,1,91,0.010989010989011,1228,7410.42345,81.43322,26094340.4301758,25420.8348290625
900,Niedermuhlern,3087,3087,BE,2,877,0,0,0,570,0,0,19140318.675293,24674.0460635484
901,Oberbütschel,3088,3088,BE,2,880,0,71,0,1075,6604.65116,0,33786976.1557617,39545.8060047528
902,Hinterfultigen,3089,3089,BE,2,880,0,0,0,345,0,0,16424975.0341797,23252.2260631471
903,Spiegel b. Bern,3095,3000,BE,2,355,1,519,0.00192678227360308,3306,15698.72958,30.24803,2611314.53662109,7370.6990617922
904,Oberbalm,3096,3096,BE,2,357,0,66,0,921,7166.12378,0,26354094.6894531,26265.0219882186
905,Liebefeld,3097,3097,BE,2,355,17,1136,0.0149647887323944,8129,13974.65863,209.12781,2924028.87158203,9086.49805532188
906,Köniz,3098,3098,BE,2,355,11,1301,0.00845503458877786,12121,10733.43784,90.75159,21046737.0639648,29646.5983596872
907,Rüti b. Riggisberg,3099,3099,BE,2,879,0,0,0,372,0,0,53081208.4741211,48420.5964409401
908,Münsingen,3110,3110,BE,2,616,8,1564,0.0051150895140665,11719,13345.84862,68.26521,17844308.277832,22323.5233275079
909,Tägertschi,3111,3111,BE,2,616,1,66,0.0151515151515152,412,16019.41748,242.71845,7979542.67236328,14399.4495849031
910,Allmendingen b. Bern,3112,3112,BE,2,630,0,59,0,634,9305.99369,0,8218514.5546875,15579.7771059556
911,Rubigen,3113,3113,BE,2,623,3,376,0.00797872340425532,2958,12711.29141,101.41988,14973914.9223633,22342.4122468103
912,Wichtrach,3114,3114,BE,2,632,5,374,0.0133689839572193,4283,8732.19706,116.7406,24343679.574707,22606.7333262951
913,Gerzensee,3115,3115,BE,2,866,2,156,0.0128205128205128,1254,12440.19139,159.48963,17058098.578125,21156.5869631572
914,Kirchdorf BE,3116,3116,BE,2,872,0,144,0,1514,9511.22853,0,23250579.1987305,26797.8305357072
915,Kehrsatz,3122,3122,BE,2,870,0,430,0,4375,9828.57143,0,9885312.51416016,21101.5793341107
916,Belp,3123,3123,BE,2,861,7,1310,0.00534351145038168,10945,11968.93559,63.95614,36048647.7250977,36996.9141767039
917,Belpberg,3124,3124,BE,2,861,0,0,0,354,0,0,11430264.6279297,15614.7958897985
918,Toffen,3125,3125,BE,2,884,4,303,0.0132013201320132,2658,11399.54853,150.48909,11436888.9179688,22221.5263768129
919,Kaufdorf,3126,3126,BE,2,869,2,172,0.0116279069767442,1412,12181.30312,141.64306,11887983.5180664,20243.8845239077
920,Lohnstorf,3127,3127,BE,2,889,7,217,0.032258064516129,1618,13411.61928,432.63288,9992555.71289063,14676.6321427504
921,Kirchenthurnen,3128,3128,BE,2,889,0,96,0,678,14159.29204,0,9837896.84326172,15232.8311918408
922,Riggisberg,3132,3132,BE,2,879,0,246,0,2330,10557.93991,0,22437852.3164063,30606.990280188
923,Gasel,3144,3144,BE,2,355,0,112,0,1127,9937.8882,0,19172938.8330078,29212.8466429567
924,Niederscherli,3145,3145,BE,2,355,1,302,0.0033112582781457,2765,10922.24231,36.16637,14407672.9482422,30120.4516858294
925,Mittelhäusern,3147,3147,BE,2,355,1,141,0.00709219858156028,988,14271.25506,101.21457,9911732.94580078,18347.5179767582
926,Lanzenhäusern,3148,3148,BE,2,855,0,54,0,1064,5075.18797,0,21576104.5839844,20606.409897318
927,Schwarzenburg,3150,3150,BE,2,855,1,503,0.00198807157057654,4470,11252.79642,22.37136,31355954.1137695,28758.1840213951
928,Mamishaus,3152,3152,BE,2,855,0,0,0,778,0,0,23931258.8945313,22706.5145268807
929,Rüschegg Gambach,3153,3153,BE,2,853,0,0,0,532,0,0,18946198.6303711,21142.2236983094
930,Rüschegg Heubach,3154,3154,BE,2,853,0,88,0,1332,6606.60661,0,51437370.9321289,37234.8392064764
931,Helgisried-Rohrbach,3155,3155,BE,2,880,0,0,0,441,0,0,10468183.3837891,17883.2166056639
932,Riffenmatt,3156,3156,BE,2,852,0,0,0,400,0,0,37721687.0610352,45833.2592967032
933,Milken,3157,3157,BE,2,855,0,0,0,367,0,0,10931321.8588867,18413.0171035909
934,Guggisberg,3158,3158,BE,2,852,0,0,0,760,0,0,28158059.1918945,32993.8888274199
935,Riedstätt,3159,3159,BE,2,852,0,0,0,242,0,0,9392732.04541016,19880.8034017551
936,Niederwangen b. Bern,3172,3172,BE,2,355,0,256,0,3293,7774.0662,0,9066160.09082031,17621.9132578409
937,Oberwangen b. Bern,3173,3173,BE,2,355,1,107,0.00934579439252336,1538,6957.08713,65.01951,13197599.5429688,22356.8407225175
938,Thörishaus,3174,3174,BE,2,355,2,139,0.0143884892086331,2352,5909.86395,85.03401,10579161.7939453,24981.6130737319
939,Flamatt,3175,3175,FR,10,2309,0,57,0,2344,2431.74061,0,4144500.28466797,13412.1788923574
940,Neuenegg,3176,3176,BE,2,670,3,355,0.00845070422535211,4342,8175.95578,69.09258,38385731.409668,28662.6425954713
941,Laupen BE,3177,3177,BE,2,667,2,350,0.00571428571428571,2682,13049.96271,74.57122,9424473.203125,20550.2441749352
942,Bösingen,3178,3178,FR,10,2295,0,162,0,3895,4159.17843,0,26983912.6430664,22950.4153794966
943,Kriechenwil,3179,3179,BE,2,666,0,0,0,441,0,0,10170051.3916016,18608.9588991574
944,Ueberstorf,3182,3182,FR,10,2308,2,113,0.0176991150442478,2447,4617.89947,81.73273,34633989.4360352,32264.8913140489
945,Albligen,3183,3183,BE,2,855,0,0,0,455,0,0,9142989.87060547,15938.9490847849
946,Wünnewil,3184,3184,FR,10,2309,1,131,0.00763358778625954,3143,4167.99236,31.81674,24417129.1914063,26802.2761186688
947,Schmitten FR,3185,3185,FR,10,2305,1,150,0.00666666666666667,4210,3562.94537,23.75297,32858044.1601563,30000.3281074602
948,Düdingen,3186,3186,FR,10,2293,3,319,0.00940438871473354,7940,4017.63224,37.78338,62319971.4848633,37950.3000917949
949,Frauenkappelen,3202,3202,BE,2,663,2,131,0.0152671755725191,1114,11759.42549,179.53321,19209999.4594727,24816.8964196392
950,Mühleberg,3203,3203,BE,2,668,1,121,0.00826446280991736,1248,9695.51282,80.12821,20374882.2558594,26365.2219060464
951,Rosshäusern,3204,3204,BE,2,668,1,103,0.00970873786407767,1090,9449.54128,91.74312,29037120.9824219,28734.9571355255
952,Gümmenen,3205,3205,BE,2,668,0,99,0,1142,8669.00175,0,14855837.2119141,27178.4961667331
953,Rizenbach,3206,3206,BE,2,662,0,84,0,1217,6902.21857,0,17710865.7890625,26469.7211352101
954,Golaten,3207,3207,BE,2,304,0,0,0,699,0,0,18290597.8725586,20546.7209578592
955,Gurbrü,3208,3208,BE,2,665,0,0,0,258,0,0,3855397.64892578,10628.2723630612
956,Kerzers,3210,3210,FR,10,2265,2,214,0.00934579439252336,4962,4312.77711,40.30633,24308210.8378906,24754.3560969967
957,Gurmels,3212,3212,FR,10,2262,2,59,0.0338983050847458,2137,2760.87974,93.58914,12621295.3330078,18730.2559644385
958,Kleinbösingen,3213,3213,FR,10,2266,0,61,0,1441,4233.17141,0,14604229.4453125,26647.7300516081
959,Ulmiz,3214,3214,FR,10,2278,0,0,0,466,0,0,6170400.765625,11559.4151863132
960,Lurtigen,3215,3215,FR,10,2275,0,0,0,628,0,0,11962948.4155273,30547.0834993865
961,Agriswil,3216,3216,FR,10,2276,0,0,0,1237,0,0,15928825.2670898,24994.0613980658
962,Müntschemier,3225,3225,BE,2,498,0,109,0,1403,7769.06629,0,10411714.0009766,15726.7285488021
963,Treiten,3226,3226,BE,2,500,0,0,0,427,0,0,11188508.487793,14336.6597411177
964,Ins,3232,3232,BE,2,496,1,287,0.00348432055749129,3542,8102.7668,28.23264,39957092.3642578,37061.4575018288
965,Tschugg,3233,3233,BE,2,501,0,61,0,482,12655.60166,0,7285641.09716797,16027.4878165565
966,Vinelz,3234,3234,BE,2,502,1,82,0.0121951219512195,869,9436.13349,115.0748,9926973.28808594,19714.3481372657
967,Erlach,3235,3235,BE,2,492,0,114,0,1385,8231.04693,0,14408549.4301758,37342.2206902418
968,Gampelen,3236,3236,BE,2,495,1,66,0.0151515151515152,999,6606.60661,100.1001,42487872.0209961,29009.0632217121
969,Brüttelen,3237,3237,BE,2,491,0,0,0,590,0,0,14172298.3881836,20884.0720784555
970,Gals,3238,3238,BE,2,494,0,0,0,813,0,0,14322254.2641602,20361.5743110774
971,Lyss,3250,3250,BE,2,306,6,1068,0.00561797752808989,13182,8101.95721,45.51661,26874641.5961914,27196.4722682617
972,Ruppoldsried,3251,3251,BE,2,310,0,0,0,856,0,0,19960516.3007813,25947.8258462746
973,Worben,3252,3252,BE,2,755,3,159,0.0188679245283019,2501,6357.45702,119.95202,7584466.62890625,14758.2698414845
974,Schnottwil,3253,3253,SO,11,2461,0,64,0,1147,5579.77332,0,15382941.1972656,18616.4065981912
975,Messen,3254,3254,SO,11,2457,0,68,0,1251,5435.65148,0,19600595.878418,25779.6812355289
976,Rapperswil BE,3255,3255,BE,2,310,1,74,0.0135135135135135,1174,6303.2368,85.17888,24327519.902832,25935.2328750253
977,Bangerten b. Dieterswil,3256,3256,BE,2,310,2,58,0.0344827586206897,681,8516.88693,293.68576,16786161.9584961,22048.2289977604
978,Grossaffoltern,3257,3257,BE,2,303,4,178,0.0224719101123596,2370,7510.54852,168.77637,26579473.2744141,23385.678116529
979,Suberg,3262,3262,BE,2,303,0,0,0,678,0,0,5814226.47705078,11491.4551548444
980,Büetigen,3263,3263,BE,2,382,1,71,0.0140845070422535,869,8170.3107,115.0748,7729640.54882813,14971.5152903167
981,Diessbach b. Büren,3264,3264,BE,2,385,1,62,0.0161290322580645,1010,6138.61386,99.0099,13653738.9448242,18542.3390878965
982,Wiler b. Seedorf,3266,3266,BE,2,312,0,0,0,609,0,0,9404626.66455078,16577.0342594813
983,Seedorf BE,3267,3267,BE,2,312,0,172,0,1833,9383.52428,0,18864292.7827148,27632.2089795125
984,Lobsigen,3268,3268,BE,2,312,0,0,0,492,0,0,14479420.4750977,23048.6295741626
985,Aarberg,3270,3270,BE,2,301,3,384,0.0078125,4585,8375.13631,65.43075,17111949.184082,23607.5457323079
986,Radelfingen b. Aarberg,3271,3271,BE,2,309,0,0,0,434,0,0,9284121.87646484,14328.4290101942
987,Walperswil,3272,3272,BE,2,754,1,115,0.00869565217391304,1412,8144.47592,70.82153,22342484.1547852,27793.1381071819
988,Kappelen,3273,3273,BE,2,305,2,107,0.0186915887850467,1389,7703.38373,143.98848,20572444.1176758,26713.590425754
989,Bühl b. Aarberg,3274,3274,BE,2,734,0,69,0,1177,5862.36194,0,18592608.6123047,23780.6386020938
990,Meyriez,3280,3280,FR,10,2271,2,303,0.0066006600660066,7687,3941.71979,26.01795,36434531.6303711,36789.8195235109
991,Bargen BE,3282,3282,BE,2,302,1,57,0.0175438596491228,999,5705.70571,100.1001,16491790.6669922,22765.7536273531
992,Kallnach,3283,3283,BE,2,304,0,157,0,1940,8092.78351,0,32026860.3051758,33631.1888148448
993,Fräschels,3284,3284,FR,10,2258,0,0,0,466,0,0,6676894.81396484,12897.8821671834
994,Galmiz,3285,3285,FR,10,2259,0,0,0,692,0,0,25269285.2109375,25461.0781612758
995,Muntelier,3286,3286,FR,10,2274,0,53,0,841,6302.0214,0,5420377.17236328,10690.6368554148
996,Busswil BE,3292,3292,BE,2,306,1,142,0.00704225352112676,2055,6909.97567,48.6618,6468556.30566406,11496.4445359146
997,Dotzigen,3293,3293,BE,2,386,0,82,0,1460,5616.43836,0,7737578.24023438,18447.7782916942
998,Büren an der Aare,3294,3294,BE,2,383,0,292,0,3646,8008.77674,0,29908411.2016602,33014.3411847153
999,Rüti b. Büren,3295,3295,BE,2,393,0,0,0,859,0,0,13969629.234375,18281.120532775
1000,Arch,3296,3296,BE,2,381,2,109,0.018348623853211,1613,6757.59454,123.99256,13878461.9868164,17618.6773423102
1001,Leuzigen,3297,3297,BE,2,388,0,0,0,1251,0,0,22109181.1264648,23049.8125487793
1002,Oberwil b. Büren,3298,3298,BE,2,391,0,53,0,870,6091.95402,0,14673763.5214844,21199.7702142871
1003,Moosseedorf,3302,3302,BE,2,544,3,439,0.00683371298405467,4041,10863.64761,74.23905,12287423.9018555,21205.8816214982
1004,Jegenstorf,3303,3303,BE,2,540,13,797,0.0163111668757842,6223,12807.32766,208.90246,31798348.6601563,33205.2552773102
1005,Iffwil,3305,3305,BE,2,541,0,65,0,528,12310.60606,0,15659796.8183594,21679.6464382381
1006,Etzelkofen,3306,3306,BE,2,538,0,0,0,333,0,0,5992079.20556641,10563.8856334966
1007,Brunnenthal,3307,3307,SO,11,2457,0,0,0,171,0,0,2488077.97900391,11226.1391001944
1008,Grafenried,3308,3308,BE,2,538,0,98,0,1038,9441.23314,0,13084909.0415039,18024.0041323755
1009,Kernenried,3309,3309,BE,2,411,2,124,0.0161290322580645,877,14139.1106,228.05017,15124734.4594727,18911.1793079245
1010,Fraubrunnen,3312,3312,BE,2,538,2,247,0.00809716599190283,1849,13358.5722,108.16658,12710962.5615234,22850.2654008657
1011,Büren zum Hof,3313,3313,BE,2,538,0,0,0,468,0,0,7271815.59960938,15259.8284678241
1012,Schalunen,3314,3314,BE,2,538,0,0,0,585,0,0,4672003.80566406,10042.1600415704
1013,Bätterkinden,3315,3315,BE,2,533,2,349,0.00573065902578797,3136,11128.82653,63.77551,20495386.7333984,28528.9459789194
1014,Limpach,3317,3317,BE,2,538,0,0,0,607,0,0,17876791.652832,19634.4712375339
1015,Urtenen-Schönbühl Zust,3322,3322,BE,2,551,9,649,0.0138674884437596,6813,9525.90636,132.1004,24716557.1484375,32380.9275894015
1016,Bäriswil BE,3323,3323,BE,2,403,0,114,0,1061,10744.58058,0,5860142.6640625,12573.8546293102
1017,Mötschwil,3324,3324,BE,2,416,1,229,0.00436681222707424,2587,8851.95207,38.65481,20564624.6977539,28131.5558589864
1018,Hettiswil b. Hindelbank,3325,3325,BE,2,414,1,76,0.0131578947368421,927,8198.48975,107.87487,10514202.1411133,19086.4986644337
1019,Krauchthal,3326,3326,BE,2,414,1,163,0.00613496932515337,1471,11080.89735,67.98097,31739012.515625,32182.7845441776
1020,Herzogenbuchsee Lagerstr,3360,3360,BE,2,979,3,505,0.00594059405940594,5908,8547.73189,50.77861,14824698.2436523,17133.3726684449
1021,Niederönz,3362,3362,BE,2,982,0,113,0,1722,6562.13705,0,6026349.10595703,13145.9436337663
1022,Oberönz,3363,3363,BE,2,979,0,65,0,1208,5380.7947,0,6364393.45996094,13886.5282405816
1023,Grasswil,3365,3365,BE,2,988,0,51,0,1090,4678.89908,0,19080741.8740234,22424.0154239373
1024,Bettenhausen,3366,3366,BE,2,973,0,51,0,642,7943.92523,0,8548205.16796875,13490.9302212392
1025,Thörigen,3367,3367,BE,2,989,1,75,0.0133333333333333,1439,5211.95274,69.4927,20641552.8652344,28076.5365358828
1026,Bleienbach,3368,3368,BE,2,324,0,65,0,741,8771.92982,0,12346049.8461914,20873.3364295438
1027,Wanzwil,3372,3372,BE,2,977,0,0,0,217,0,0,1355729.85986328,6152.68549418437
