OBJECTID,NAME,PLZ,GPLZ,CANTON,CANTON_NR,BFSNR,CASES,SUBMISSIONS,FRACTION,POPULATION_AGGREGATED,SUBMISSIONS_PER_100K,CASES_PER_100K,Shape__Area,Shape__Length
2542,Zürich,8053,8000,ZH,1,261,4,332,0.0120481927710843,11123,2984.80626,35.96152,12949506.3378906,16538.8898535594
2543,Zürich,8055,8000,ZH,1,261,1,616,0.00162337662337662,20986,2935.29019,4.76508,9490258.14501953,19521.6930251039
2544,Zürich,8057,8000,ZH,1,261,17,953,0.0178384050367261,20484,4652.41164,82.9916,7134242.94238281,13553.6932780567
2545,Zürich,8064,8000,ZH,1,261,0,73,0,3840,1901.04167,0,3258869.52392578,9634.89574341117
2546,Oberengstringen,8102,8102,ZH,1,245,1,115,0.00869565217391304,6515,1765.15733,15.34919,4635318.57666016,12544.7155886109
2547,Unterengstringen,8103,8103,ZH,1,249,0,86,0,4083,2106.29439,0,5899051.98388672,14168.2415691208
2548,Weiningen ZH,8104,8104,ZH,1,251,0,110,0,2564,4290.17161,0,10259049.2138672,15222.5971439611
2549,Regensdorf,8105,8105,ZH,1,96,5,213,0.0234741784037559,13898,1532.59462,35.9764,28727294.2050781,30570.0776048524
2550,Adlikon b. Regensdorf,8106,8106,ZH,1,96,0,0,0,4426,0,0,3295756.85253906,8822.96571650595
2551,Buchs ZH,8107,8107,ZH,1,83,0,97,0,6430,1508.55365,0,13031030.4106445,18958.3750078435
2552,Dällikon,8108,8108,ZH,1,84,0,59,0,4139,1425.46509,0,9622820.69775391,13526.2940849837
2553,Kloster Fahr,8109,8109,AG,19,4048,0,0,0,0,0,0,12007.2509765625,664.875818261169
2554,Otelfingen,8112,8112,ZH,1,94,0,104,0,2763,3764.02461,0,15556211.7841797,24397.9326705203
2555,Boppelsen,8113,8113,ZH,1,82,0,95,0,1382,6874.09551,0,8544964.55957031,14804.1574323693
2556,Dänikon ZH,8114,8114,ZH,1,85,0,0,0,1870,0,0,6255286.68847656,12768.5666182255
2557,Hüttikon,8115,8115,ZH,1,87,0,0,0,927,0,0,3519738.17480469,10150.7222354669
2558,Fällanden,8117,8117,ZH,1,193,0,92,0,4523,2034.0482,0,11446868.7099609,15034.6572234995
2559,Pfaffhausen,8118,8118,ZH,1,193,0,59,0,1965,3002.54453,0,2922723.37255859,7243.41754610135
2560,Benglen,8121,8121,ZH,1,193,1,72,0.0138888888888889,1917,3755.86854,52.16484,1600087.99462891,6246.8181230589
2561,Binz,8122,8122,ZH,1,195,0,0,0,2023,0,0,1194797.36230469,5483.70680758048
2562,Ebmatingen,8123,8123,ZH,1,195,1,74,0.0135135135135135,2857,2590.12951,35.00175,5407902.33642578,11108.2387239485
2563,Maur,8124,8124,ZH,1,195,0,54,0,2108,2561.66983,0,22235409.1523438,23603.869151479
2564,Zollikerberg,8125,8125,ZH,1,161,1,184,0.00543478260869565,5188,3546.64611,19.27525,7802242.53076172,12632.9520457059
2565,Zumikon,8126,8126,ZH,1,160,3,259,0.0115830115830116,5244,4938.97788,57.20824,11923453.5073242,17920.9232909381
2566,Forch,8127,8127,ZH,1,195,0,115,0,4018,2862.12046,0,21361687.8081055,30682.604509605
2567,Hinteregg,8132,8132,ZH,1,192,0,144,0,6816,2112.67606,0,22159045.2490234,24735.1804805791
2568,Esslingen,8133,8133,ZH,1,192,0,0,0,1824,0,0,8910589.41455078,16520.6674936833
2569,Adliswil Poststrasse,8134,8134,ZH,1,131,6,450,0.0133333333333333,19082,2358.24337,31.44324,16976843.6489258,20211.4399349447
2570,Sihlwald,8135,8135,ZH,1,295,0,177,0,7590,2332.01581,0,31062235.0644531,35782.5042102481
2571,Gattikon,8136,8136,ZH,1,141,0,57,0,2570,2217.89883,0,3929216.60791016,10357.8175511143
2572,Uitikon Waldegg,8142,8142,ZH,1,248,0,150,0,4087,3670.17372,0,9807995.78173828,19955.0385949221
2573,Stallikon,8143,8143,ZH,1,13,1,133,0.0075187969924812,3712,3582.97414,26.93966,26419601.2041016,34041.7844990675
2574,Glattbrugg,8152,8152,ZH,1,66,7,282,0.024822695035461,19931,1414.88134,35.12117,12648675.6245117,17614.436219659
2575,Rümlang,8153,8153,ZH,1,97,0,94,0,8145,1154.08226,0,26622668.7524414,25585.8222132387
2576,Oberglatt ZH,8154,8154,ZH,1,92,2,103,0.0194174757281553,7037,1463.69191,28.4212,18819568.9501953,21727.2088826973
2577,Nassenwil,8155,8155,ZH,1,90,0,94,0,7223,1301.39831,0,14828350.0234375,19452.3003857256
2578,Oberhasli,8156,8156,ZH,1,90,0,0,0,2203,0,0,9971214.6171875,16202.4077608293
2579,Dielsdorf Zustellung,8157,8157,ZH,1,86,0,74,0,5918,1250.42244,0,13007273.3076172,19959.8772185471
2580,Regensberg,8158,8158,ZH,1,95,0,0,0,540,0,0,5245927.29882813,15766.5600543535
2581,Steinmaur,8162,8162,ZH,1,101,2,51,0.0392156862745098,3604,1415.09434,55.4939,20678687.9614258,27280.1061153162
2582,Bachs,8164,8164,ZH,1,81,0,0,0,591,0,0,20204097.050293,24471.1267807113
2583,Schöfflisdorf,8165,8165,ZH,1,99,0,60,0,3909,1534.91942,0,29623846.1494141,26643.532622446
2584,Niederweningen,8166,8166,ZH,1,91,0,98,0,3047,3216.27831,0,14968152.2148438,23638.4581920248
2585,Niederglatt ZH,8172,8172,ZH,1,89,0,54,0,4818,1120.79701,0,7250959.72216797,13654.7440061129
2586,Neerach,8173,8173,ZH,1,88,0,60,0,3100,1935.48387,0,11905772.4887695,18437.6783425719
2587,Stadel b. Niederglatt,8174,8174,ZH,1,100,0,0,0,1575,0,0,14376685.3740234,18960.3355369039
2588,Windlach,8175,8175,ZH,1,100,0,0,0,728,0,0,14343878.7758789,18646.4987527802
2589,Bülach Kaserne,8180,8180,ZH,1,53,6,405,0.0148148148148148,20370,1988.21797,29.45508,36185392.1572266,34983.5352260492
2590,Höri,8181,8181,ZH,1,60,0,0,0,2835,0,0,10479660.7167969,18141.4165450255
2591,Hochfelden,8182,8182,ZH,1,59,0,0,0,1933,0,0,13067154.0366211,16844.180250068
2592,Bachenbülach,8184,8184,ZH,1,51,0,135,0,4150,3253.01205,0,9096900.36035156,16269.4184666238
2593,Winkel,8185,8185,ZH,1,72,0,109,0,4499,2422.76061,0,16838900.3344727,21277.9192438457
2594,Weiach,8187,8187,ZH,1,102,0,0,0,1866,0,0,21161401.6367188,21244.5135501364
2595,Glattfelden,8192,8192,ZH,1,58,1,59,0.0169491525423729,5168,1141.64087,19.34985,27044325.1977539,30899.523106137
2596,Eglisau,8193,8193,ZH,1,55,4,132,0.0303030303030303,5232,2522.93578,76.4526,20369276.5229492,31556.6900560465
2597,Hüntwangen,8194,8194,ZH,1,61,0,0,0,1034,0,0,10604250.0288086,15355.6706084097
2598,Wasterkingen,8195,8195,ZH,1,70,0,0,0,566,0,0,8364687.59472656,13634.0872645269
2599,Wil ZH,8196,8196,ZH,1,71,0,0,0,1421,0,0,18553036.2739258,24734.7176759604
2600,Rafz,8197,8197,ZH,1,67,1,71,0.0140845070422535,4599,1543.81387,21.74386,25405701.7294922,25728.4233146128
2601,Schaffhausen 1 Zust,8200,8200,SH,14,2939,2,381,0.005249343832021,27897,1365.73825,7.16923,44737064.8632813,49797.3270454851
2602,Schaffhausen Buchthalen,8203,8203,SH,14,2939,0,0,0,2597,0,0,5439069.69482422,10335.1437644321
2603,Schaffhausen,8207,8200,SH,14,2939,0,0,0,5183,0,0,18356487.8642578,23531.891975767
2604,Schaffhausen,8208,8200,SH,14,2939,0,0,0,156,0,0,451057.88671875,3303.80340298196
2605,Neuhausen am Rheinfall,8212,8212,SH,14,2937,1,76,0.0131578947368421,10682,711.47725,9.36154,17940531.9130859,27241.3818293698
2606,Neunkirch,8213,8213,SH,14,2904,0,0,0,2288,0,0,39070631.6186523,37966.5355478663
2607,Gächlingen,8214,8214,SH,14,2901,0,0,0,808,0,0,11347300.5107422,18937.8901356195
2608,Hallau,8215,8215,SH,14,2971,0,0,0,2240,0,0,34109862.6796875,28188.7238835195
2609,Oberhallau,8216,8216,SH,14,2972,0,0,0,447,0,0,13263125.3642578,19068.79085447
2610,Wilchingen,8217,8217,SH,14,2974,0,0,0,1420,0,0,35066870.4321289,52330.1206285654
2611,Osterfingen,8218,8218,SH,14,2974,0,0,0,352,0,0,11794587.3012695,23336.2812671933
2612,Trasadingen,8219,8219,SH,14,2973,0,0,0,579,0,0,8878872.68408203,17059.7007624564
2613,Beringen,8222,8222,SH,14,2932,0,0,0,4567,0,0,31038138.6469727,34198.038329389
2614,Guntmadingen,8223,8223,SH,14,2932,0,0,0,250,0,0,10163465.3457031,16891.6941114372
2615,Löhningen,8224,8224,SH,14,2903,0,0,0,1460,0,0,15016797.1757813,19924.0247678486
2616,Siblingen,8225,8225,SH,14,2953,0,0,0,911,0,0,24438219.6738281,25745.712211666
2617,Schleitheim,8226,8226,SH,14,2952,0,0,0,1721,0,0,48596192.8994141,36278.6994352508
2618,Beggingen,8228,8228,SH,14,2951,0,0,0,481,0,0,27700172.8823242,22464.094922041
2619,Hemmental,8231,8231,SH,14,2939,0,0,0,629,0,0,24025787.3354492,24288.2354696945
2620,Merishausen,8232,8232,SH,14,2936,0,0,0,863,0,0,38864967.8046875,29360.8260817861
2621,Bargen SH,8233,8233,SH,14,2931,0,0,0,317,0,0,18292162.3310547,22375.4657978746
2622,Stetten SH,8234,8234,SH,14,2919,0,0,0,1340,0,0,10511079.3369141,17340.3427700343
2623,Lohn SH,8235,8235,SH,14,2917,0,0,0,758,0,0,10800174.8071289,16998.2818296725
2624,Opfertshofen SH,8236,8236,SH,14,2920,0,0,0,546,0,0,13298691.0844727,23186.0622330291
2625,Dörflingen,8239,8239,SH,14,2915,0,0,0,1024,0,0,12946518.2314453,17244.895283809
2626,Thayngen Zustellung,8240,8240,SH,14,2920,0,70,0,4570,1531.72867,0,22996757.1826172,27013.7671652291
2627,Barzheim,8241,8241,SH,14,2920,0,0,0,145,0,0,3238187.60498047,8437.50399105582
2628,Bibern SH,8242,8242,SH,14,2920,0,0,0,461,0,0,6115107.86083984,14785.4415891756
2629,Altdorf SH,8243,8243,SH,14,2920,0,0,0,176,0,0,6720181.20703125,13280.8519051291
2630,Feuerthalen,8245,8245,ZH,1,27,0,0,0,2657,0,0,3175790.21972656,8318.06788141665
2631,Langwiesen,8246,8246,ZH,1,27,0,0,0,965,0,0,2158386.79003906,6891.20103868533
2632,Flurlingen,8247,8247,ZH,1,29,0,0,0,1430,0,0,5371319.43847656,12822.6149122526
2633,Uhwiesen,8248,8248,ZH,1,34,0,0,0,1532,0,0,12578432.2109375,20056.6011120455
2634,Schlatt TG,8252,8252,TG,20,4546,0,0,0,1726,0,0,34639353.1328125,29254.3574829994
2635,Diessenhofen Bahnhofstrasse,8253,8253,TG,20,4545,0,0,0,3986,0,0,21961825.0400391,35532.3125438401
2636,Basadingen,8254,8254,TG,20,4536,0,0,0,1072,0,0,18473415.5537109,21776.5819838079
2637,Schlattingen,8255,8255,TG,20,4536,0,0,0,784,0,0,15774321.4316406,26200.2581073199
2638,Kaltenbach,8259,8259,TG,20,4871,0,0,0,1713,0,0,25971207.9101563,25366.0236220897
2639,Stein am Rhein 2 Stadt,8260,8260,SH,14,2964,0,0,0,3416,0,0,13489597.4169922,17553.0550978163
2640,Hemishofen,8261,8261,SH,14,2962,0,0,0,476,0,0,17441858.0917969,29699.8145767308
2641,Ramsen,8262,8262,SH,14,2963,0,0,0,1491,0,0,29670649.8774414,37947.0391905656
2642,Buch SH,8263,8263,SH,14,2961,0,0,0,321,0,0,8311994.51660156,14969.9893647343
2643,Eschenz,8264,8264,TG,20,4806,0,0,0,1798,0,0,31086671.5551758,26917.9152051988
2644,Mammern,8265,8265,TG,20,4826,0,0,0,632,0,0,12092272.3476563,17733.8165613583
2645,Steckborn,8266,8266,TG,20,4864,0,51,0,3757,1357.46606,0,26009676.4228516,27595.2389631784
2646,Berlingen,8267,8267,TG,20,4801,0,0,0,885,0,0,16805531.515625,19056.3986962408
2647,Mannenbach-Salenstein,8268,8268,TG,20,4851,0,0,0,776,0,0,10437997.7695313,16087.9945750223
2648,Fruthwilen,8269,8269,TG,20,4851,0,0,0,557,0,0,6944977.6328125,12640.1226382675
2649,Ermatingen,8272,8272,TG,20,4646,0,0,0,3010,0,0,21988308.5092773,24756.5178318049
2650,Triboltingen,8273,8273,TG,20,4646,0,0,0,444,0,0,8205887.08300781,16645.2887738132
2651,Gottlieben,8274,8274,TG,20,4651,0,78,0,4938,1579.58688,0,26763179.4428711,26415.9438714013
2652,Kreuzlingen,8280,8280,TG,20,4671,1,290,0.00344827586206897,22064,1314.35823,4.53227,29430005.6767578,31344.2307818971
2653,Kloten Kaserne,8302,8302,ZH,1,62,1,269,0.00371747211895911,19615,1371.39944,5.09814,41777431.2924805,37996.8736443023
2654,Bassersdorf,8303,8303,ZH,1,52,0,195,0,11690,1668.09239,0,19689330.171875,24234.0680810422
2655,Wallisellen Zustellung,8304,8304,ZH,1,69,5,374,0.0133689839572193,16652,2245.97646,30.02642,13926591.0097656,19744.9766776661
2656,Dietlikon,8305,8305,ZH,1,54,1,124,0.00806451612903226,7763,1597.32062,12.88162,8942384.64648438,17602.5976350675
2657,Brüttisellen,8306,8306,ZH,1,200,0,141,0,5139,2743.72446,0,5079016.03564453,10418.2026973807
2658,Effretikon,8307,8307,ZH,1,296,2,183,0.0109289617486339,11911,1536.39493,16.7912,30699083.703125,35792.3311446063
2659,Illnau,8308,8308,ZH,1,296,1,99,0.0101010101010101,4570,2166.30197,21.88184,24344497.2495117,27057.9105521032
2660,Nürensdorf,8309,8309,ZH,1,64,0,102,0,5644,1807.22892,0,22367283.2338867,24267.0720900103
2661,Grafstal,8310,8310,ZH,1,176,0,0,0,1534,0,0,8472428.58398438,16874.173312037
2662,Brütten,8311,8311,ZH,1,213,0,77,0,2013,3825.13661,0,14492468.753418,18535.8205420747
2663,Winterberg ZH,8312,8312,ZH,1,176,0,0,0,957,0,0,8406555.84521484,13115.3686935428
2664,Kyburg,8314,8314,ZH,1,296,0,0,0,341,0,0,13065442.6616211,20675.9428786731
2665,Lindau,8315,8315,ZH,1,176,0,0,0,816,0,0,6742375.51855469,11489.5477230983
2666,Tagelswangen,8317,8317,ZH,1,176,0,0,0,2504,0,0,7772484.62939453,13845.8938299719
2667,Fehraltorf,8320,8320,ZH,1,172,1,122,0.00819672131147541,6414,1902.08918,15.59089,20513255.5986328,24272.2865029818
2668,Madetswil,8322,8322,ZH,1,178,0,0,0,928,0,0,14113475.4614258,19194.6586774936
2669,Pfäffikon ZH,8330,8330,ZH,1,177,2,256,0.0078125,11316,2262.28349,17.67409,36582786.6977539,42379.7655016476
2670,Auslikon,8331,8331,ZH,1,177,0,0,0,640,0,0,5998667.47607422,12854.3393267073
2671,Russikon,8332,8332,ZH,1,178,0,66,0,3458,1908.6177,0,16813122.0986328,21172.757461006
2672,Hittnau,8335,8335,ZH,1,173,0,83,0,3682,2254.20967,0,28243721.6352539,26269.4154212311
2673,Hinwil,8340,8340,ZH,1,117,1,175,0.00571428571428571,10163,1721.9325,9.83961,38452743.6391602,40606.2058673831
2674,Wernetshausen,8342,8342,ZH,1,117,0,0,0,945,0,0,8835738.49609375,13565.6594403692
2675,Bäretswil,8344,8344,ZH,1,111,2,77,0.025974025974026,3723,2068.22455,53.72012,35771426.1074219,30812.5693223656
2676,Adetswil,8345,8345,ZH,1,111,0,0,0,1189,0,0,5420864.20507813,11540.7938581206
2677,Ricketwil (Winterthur),8352,8352,ZH,1,230,0,0,0,3717,0,0,21924557.6308594,26088.8844279866
2678,Elgg,8353,8353,ZH,1,294,0,0,0,4361,0,0,31470937.8520508,32518.2842375992
2679,Hofstetten ZH,8354,8354,ZH,1,294,0,0,0,507,0,0,22182206.4677734,39349.3792002496
2680,Aadorf,8355,8355,TG,20,4551,0,71,0,5173,1372.51112,0,12766058.3828125,16709.5555838625
2681,Ettenhausen TG,8356,8356,TG,20,4551,0,0,0,1452,0,0,7790714.09472656,12431.8708486719
2682,Guntershausen b. Aadorf,8357,8357,TG,20,4551,0,0,0,1478,0,0,8466792.6796875,15425.9901918856
2683,Wallenwil,8360,8360,TG,20,4724,0,53,0,4429,1196.65839,0,16260513.6791992,25643.3142189511
2684,Balterswil,8362,8362,TG,20,4721,0,0,0,1890,0,0,13735957.4829102,30562.3885768587
2685,Bichelsee,8363,8363,TG,20,4721,0,0,0,1050,0,0,14494871.5795898,22006.0703321027
2686,Sirnach Zustellung,8370,8370,TG,20,4761,0,0,0,6221,0,0,12390803.2397461,20474.3650375622
2687,Busswil TG,8371,8371,TG,20,4761,0,0,0,775,0,0,4754747.75927734,11294.5835104339
2688,Wiezikon b. Sirnach,8372,8372,TG,20,4761,0,0,0,757,0,0,6991042.40771484,14631.3583296185
2689,Oberwangen TG,8374,8374,TG,20,4726,0,0,0,2116,0,0,34653380.3105469,50035.7008295582
2690,Fischingen,8376,8376,TG,20,4726,0,0,0,639,0,0,27364854.1699219,32014.5568542479
2691,Winterthur Zustellung,8400,8400,ZH,1,230,25,1321,0.0189250567751703,39308,3360.63906,63.60028,38212384.6791992,37227.3495789178
2692,Winterthur,8404,8400,ZH,1,230,2,411,0.0048661800486618,19623,2094.48097,10.19212,27675942.9848633,31828.2966818881
2693,Winterthur,8405,8400,ZH,1,230,3,272,0.0110294117647059,17993,1511.69899,16.67315,23094860.5986328,25860.6462177808
2694,Winterthur,8406,8400,ZH,1,230,2,280,0.00714285714285714,13739,2037.99403,14.5571,13797791.2822266,22378.3478543655
2695,Winterthur,8408,8400,ZH,1,230,2,246,0.00813008130081301,16284,1510.68534,12.28199,28785307.4301758,29389.1391240764
2696,Winterthur,8409,8400,ZH,1,230,0,81,0,3262,2483.13918,0,6022822.68408203,16089.8949845628
2697,Aesch (Neftenbach),8412,8412,ZH,1,223,0,0,0,1032,0,0,14739016.3798828,21115.5562722174
2698,Neftenbach,8413,8413,ZH,1,223,0,75,0,4664,1608.06175,0,18214314.1430664,20938.5435484149
2699,Buch am Irchel,8414,8414,ZH,1,24,0,0,0,986,0,0,22452421.8793945,25635.2050375072
2700,Berg am Irchel,8415,8415,ZH,1,23,0,0,0,610,0,0,15277900.5927734,17682.1171482011
2701,Flaach,8416,8416,ZH,1,28,0,0,0,1402,0,0,22160794.7602539,23706.8319501989
2702,Schlatt ZH,8418,8418,ZH,1,226,0,0,0,755,0,0,16910666.4682617,25518.8632296955
2703,Dättlikon,8421,8421,ZH,1,215,0,0,0,787,0,0,6300591.07861328,12481.8363561912
2704,Pfungen,8422,8422,ZH,1,224,0,0,0,3866,0,0,10963229.1357422,17739.0934786898
2705,Embrach Dorfstrasse,8424,8424,ZH,1,56,1,192,0.00520833333333333,9408,2040.81633,10.62925,25721229.3261719,25733.0254497329
2706,Oberembrach,8425,8425,ZH,1,65,0,0,0,1077,0,0,24574887.762207,26882.7507066908
2707,Lufingen,8426,8426,ZH,1,63,0,0,0,2401,0,0,11283270.6401367,16412.1021836214
2708,Freienstein,8427,8427,ZH,1,57,0,67,0,4764,1406.38119,0,17950541.1845703,25696.7333641212
2709,Teufen ZH,8428,8428,ZH,1,57,0,0,0,443,0,0,10293950.3266602,15755.8524694286
2710,Hettlingen,8442,8442,ZH,1,221,0,71,0,3112,2281.491,0,12935875.5561523,19125.9274519107
2711,Henggart,8444,8444,ZH,1,31,0,0,0,2246,0,0,6652002.44873047,14617.2994743774
2712,Dachsen,8447,8447,ZH,1,25,0,0,0,1945,0,0,6830300.13574219,15637.5023950675
2713,Andelfingen,8450,8450,ZH,1,30,1,54,0.0185185185185185,2241,2409.63855,44.62294,14811905.2856445,25071.0324243794
2714,Kleinandelfingen,8451,8451,ZH,1,33,0,0,0,1411,0,0,10766403.6391602,14657.0484616276
2715,Adlikon b. Andelfingen,8452,8452,ZH,1,21,0,0,0,716,0,0,14386630.0141602,32380.2822674884
2716,Alten,8453,8453,ZH,1,33,0,0,0,303,0,0,6874940.25097656,13960.9463493956
2717,Buchberg,8454,8454,SH,14,2933,0,0,0,866,0,0,10545277.8759766,19965.5505411114
2718,Rüdlingen,8455,8455,SH,14,2938,0,0,0,776,0,0,14514951.5283203,28706.1692455282
2719,Humlikon,8457,8457,ZH,1,32,0,0,0,489,0,0,8005441.01220703,19985.2229019152
2720,Dorf,8458,8458,ZH,1,26,0,0,0,662,0,0,12218771.0151367,18035.6541557795
2721,Volken,8459,8459,ZH,1,43,0,0,0,360,0,0,7066639.19873047,15229.7410117756
2722,Marthalen,8460,8460,ZH,1,35,0,0,0,1839,0,0,27757894.2895508,29075.8785763784
2723,Oerlingen,8461,8461,ZH,1,33,0,0,0,378,0,0,5073770.74511719,10040.7137975548
2724,Rheinau,8462,8462,ZH,1,38,0,0,0,1323,0,0,19708748.4355469,30822.6680245994
2725,Benken ZH,8463,8463,ZH,1,22,0,0,0,861,0,0,12335614.6044922,18876.1397065708
2726,Ellikon am Rhein,8464,8464,ZH,1,35,0,0,0,78,0,0,3300161.53955078,9362.7003278556
2727,Rudolfingen,8465,8465,ZH,1,40,0,0,0,388,0,0,12237411.5322266,20136.6657521335
2728,Trüllikon,8466,8466,ZH,1,40,0,0,0,700,0,0,9208384.53759766,17047.8208652587
2729,Truttikon,8467,8467,ZH,1,41,0,0,0,475,0,0,10025867.3276367,15502.3660471477
2730,Guntalingen,8468,8468,ZH,1,292,0,0,0,672,0,0,16233683.3745117,22809.7689861421
2731,Oberwil (Dägerlen),8471,8471,ZH,1,214,0,0,0,1035,0,0,17588439.9614258,24095.9574618894
2732,Seuzach,8472,8472,ZH,1,227,0,138,0,7317,1886.01886,0,16562791.0644531,21485.1291406111
2733,Dinhard,8474,8474,ZH,1,216,0,51,0,1679,3037.52233,0,15559996.7602539,22721.1199605625
2734,Ossingen,8475,8475,ZH,1,37,0,0,0,1655,0,0,28071980.9414063,38097.9776290993
2735,Unterstammheim,8476,8476,ZH,1,292,0,0,0,987,0,0,16196497.4345703,21275.6342907926
2736,Oberstammheim,8477,8477,ZH,1,292,0,0,0,1066,0,0,19535798.921875,24166.5060108003
2737,Thalheim an der Thur,8478,8478,ZH,1,39,0,0,0,919,0,0,14157912.543457,20871.1473118801
2738,Altikon,8479,8479,ZH,1,211,0,0,0,721,0,0,16714538.1425781,19609.8538094046
2739,Sennhof (Winterthur),8482,8482,ZH,1,230,0,0,0,1423,0,0,2831326.46337891,11193.0663639049
2740,Kollbrunn,8483,8483,ZH,1,231,0,60,0,2709,2214.83942,0,9056139.74951172,18140.893766611
2741,Neschwil,8484,8484,ZH,1,180,0,60,0,3367,1782.00178,0,27686395.753418,27647.2084534627
2742,Rikon im Tösstal,8486,8486,ZH,1,231,0,0,0,1918,0,0,12133525.1928711,18859.5223920908
2743,Rämismühle,8487,8487,ZH,1,231,0,0,0,1502,0,0,10907884.0888672,17292.0561808399
2744,Turbenthal,8488,8488,ZH,1,228,1,70,0.0142857142857143,4492,1558.32591,22.2618,42650727.7138672,39853.839533138
2745,Wildberg,8489,8489,ZH,1,182,0,0,0,1085,0,0,22775348.5458984,32884.1292981181
2746,Wila,8492,8492,ZH,1,181,0,0,0,2118,0,0,24100981.6884766,36834.7835372047
2747,Saland,8493,8493,ZH,1,297,0,0,0,1685,0,0,12850602.296875,18689.6868427341
2748,Bauma Zustellung,8494,8494,ZH,1,297,0,0,0,2998,0,0,32480787.2041016,31394.1959501477
2749,Schmidrüti,8495,8495,ZH,1,228,0,0,0,202,0,0,9682033.80810547,16095.1249276617
2750,Steg im Tösstal,8496,8496,ZH,1,114,0,0,0,919,0,0,43545416.0195313,36082.6642805379
2751,Fischenthal,8497,8497,ZH,1,114,0,0,0,869,0,0,17034653.1474609,19985.3949313148
2752,Gibswil,8498,8498,ZH,1,114,0,0,0,868,0,0,13811436.1196289,21784.7106309271
2753,Sternenberg,8499,8499,ZH,1,297,0,0,0,450,0,0,22214181.6323242,26144.5441375786
2754,Frauenfeld Postauto TG-SH,8500,8500,TG,20,4566,5,411,0.0121654501216545,26663,1541.46195,18.75258,72770594.3261719,49964.839093851
2755,Dettighofen,8505,8505,TG,20,4841,0,0,0,2014,0,0,27843946.3857422,31348.1939210846
2756,Lanzenneunforn,8506,8506,TG,20,4811,0,0,0,442,0,0,14524091.8193359,21398.6962358793
2757,Hörhausen,8507,8507,TG,20,4816,0,0,0,714,0,0,24884064.7792969,36672.4871246895
2758,Homburg,8508,8508,TG,20,4816,0,0,0,912,0,0,30934697.019043,31656.8791911276
2759,Lustdorf,8512,8512,TG,20,4611,0,0,0,1385,0,0,31329386.996582,28776.1386579314
2760,Amlikon-Bissegg,8514,8514,TG,20,4881,0,0,0,1482,0,0,36237092.4726563,35824.9078079448
2761,Aawangen,8522,8522,TG,20,4551,0,0,0,563,0,0,8743465.3359375,17059.6780978153
2762,Hagenbuch ZH,8523,8523,ZH,1,220,0,0,0,1109,0,0,17932903.1347656,22196.7430640186
2763,Uesslingen,8524,8524,TG,20,4616,0,0,0,1134,0,0,30755821.7514648,29582.6298129934
2764,Niederneunforn,8525,8525,TG,20,4601,0,0,0,532,0,0,12732598.7885742,20787.7043111995
2765,Oberneunforn,8526,8526,TG,20,4601,0,0,0,564,0,0,13330289.0307617,16827.9967302527
2766,Warth,8532,8532,TG,20,4621,0,0,0,1364,0,0,17815062.9667969,21656.8543182841
2767,Herdern,8535,8535,TG,20,4811,0,0,0,663,0,0,14806927.7387695,20007.720161042
2768,Hüttwilen,8536,8536,TG,20,4821,0,0,0,1081,0,0,22806568.6552734,27113.9249636397
2769,Nussbaumen TG,8537,8537,TG,20,4821,0,0,0,666,0,0,17103514.1645508,21464.9668039512
2770,Wiesendangen,8542,8542,ZH,1,298,0,100,0,4977,2009.24252,0,15477289.9233398,22276.9093147985
2771,Gundetswil,8543,8543,ZH,1,298,0,0,0,1230,0,0,21156851.6445313,33714.4534039035
2772,Attikon,8544,8544,ZH,1,298,0,0,0,371,0,0,3202886.35644531,9679.8337136368
2773,Rickenbach ZH,8545,8545,ZH,1,225,0,63,0,2704,2329.88166,0,13436433.0737305,19825.4625536912
2774,Islikon,8546,8546,TG,20,4571,0,0,0,1775,0,0,8537327.22460938,21292.8252257955
2775,Gachnang,8547,8547,TG,20,4571,0,0,0,1587,0,0,7249738.19580078,12531.8408404169
2776,Ellikon an der Thur,8548,8548,ZH,1,218,0,0,0,896,0,0,11134212.0322266,17336.0307443895
2777,Felben-Wellhausen,8552,8552,TG,20,4561,0,0,0,2809,0,0,14878916.4711914,20240.7093868331
2778,Mettendorf TG,8553,8553,TG,20,4590,0,0,0,866,0,0,25133737.8696289,25878.8025669697
2779,Müllheim-Wigoltingen,8554,8554,TG,20,4951,0,0,0,424,0,0,8370630.05078125,17650.5330691911
2780,Müllheim Dorf,8555,8555,TG,20,4831,0,0,0,2990,0,0,19575234.3188477,24999.042868243
2781,Wigoltingen,8556,8556,TG,20,4951,0,0,0,1897,0,0,20650632.8520508,29184.7275400629
2782,Raperswilen,8558,8558,TG,20,4846,0,0,0,446,0,0,17113914.8198242,24651.1620424099
2783,Märstetten,8560,8560,TG,20,4941,0,0,0,2356,0,0,15201919.5083008,24726.7639543951
2784,Ottoberg,8561,8561,TG,20,4941,0,0,0,617,0,0,10666009.3823242,19309.2026501774
2785,Lipperswil,8564,8564,TG,20,4701,0,0,0,1219,0,0,31669456.7070313,26208.0071940845
2786,Hugelshofen,8565,8565,TG,20,4666,0,0,0,432,0,0,10420267.2880859,14981.8663198419
2787,Dotnacht,8566,8566,TG,20,4666,0,0,0,1202,0,0,25976840.4331055,29900.3054594025
2788,Weinfelden,8570,8570,TG,20,4946,0,156,0,11550,1350.64935,0,34062372.8115234,26148.4097008677
