,last_update,timestamp,tests_performed,abbreviation_canton,name_canton,number_canton,lat,long,total_positive_cases,total_currently_positive_cases,new_hosp,total_hospitalized,intensive_care,total_currently_positive_per_100k,deaths_per_100k,released,ncumul_ICU_intub,deaths,ncumul_vent,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,TotalPosTests1,ninst_ICU_intub,ncumul_ICF,ncumul_confirmed_non_resident,current_hosp_non_resident,current_hosp_resident,new_positive_cases,new_deaths,source,doubling_time_total_positive,doubling_time_fatalities
3562,2020-09-02 22:05:47,2020-07-27 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,5918,5918,-1,13,4,746.19,53.461,,0,424,,83.0,633.0,901.0,,,,,,,,22,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,304.386606,
3588,2020-09-02 22:05:47,2020-07-28 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,5945,5945,-3,10,4,749.59,53.461,,0,424,,,,,,,,,,,,27,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,246.501625,
3615,2020-09-02 22:05:47,2020-07-29 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,5985,5985,4,14,5,754.63,53.461,,0,424,,,,,,,,,,,,40,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,190.321404,
3642,2020-09-02 22:05:47,2020-07-30 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6007,6007,-2,12,5,757.41,53.461,,0,424,,,,,,,,,,,,22,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,174.690856,
3669,2020-09-02 22:05:47,2020-07-31 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6026,6026,-1,11,5,759.8,53.587,,0,425,,,,,,,,,,,,19,1,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,158.911022,1471.20421
3688,2020-09-02 22:05:47,2020-08-01 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6051,6051,2,13,4,762.96,53.587,,0,425,,,,,,,,,,,,25,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,155.938668,1471.20421
3706,2020-09-02 22:05:47,2020-08-02 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6064,6064,3,16,5,764.59,53.587,,0,425,,,,997.0,,,,,,,,13,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,174.86832,1471.20421
3733,2020-09-02 22:05:47,2020-08-03 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6083,6083,0,16,5,766.99,53.587,,0,425,,160.0,1041.0,,,,,,,,,19,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,213.38562,1471.20421
3759,2020-09-02 22:05:47,2020-08-04 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6097,6097,-2,14,5,768.76,53.587,,0,425,,,,,,,,,,,,14,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,233.04719,1471.20421
3786,2020-09-02 22:05:47,2020-08-05 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6116,6116,0,14,5,771.15,53.587,,0,425,,,,,,,,,,,,19,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,233.778859,
3812,2020-09-02 22:05:47,2020-08-06 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6133,6133,-4,10,4,773.29,53.587,,0,425,,,,,,,,,,,,17,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,257.474931,
3839,2020-09-02 22:05:47,2020-08-07 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6155,6155,0,10,4,776.07,53.587,,0,425,,,,,,,,,,,,22,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,232.676066,
3858,2020-09-02 22:05:47,2020-08-08 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6171,6171,1,11,5,778.09,53.587,,0,425,,,,,,,,,,,,16,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,241.297714,
3877,2020-09-02 22:05:47,2020-08-09 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6178,6178,0,11,4,778.97,53.587,,0,425,,,,1471.0,,,,,,,,7,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,262.60056,
3904,2020-09-02 22:05:47,2020-08-10 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6203,6203,0,11,4,782.12,53.587,,0,425,,65.0,1095.0,,,,,,,,,25,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,245.366039,
3930,2020-09-02 22:05:47,2020-08-11 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6227,6227,0,11,4,785.15,53.587,,0,425,,,,,,,,,,,,24,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,227.849308,
3956,2020-09-02 22:05:47,2020-08-12 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6250,6250,1,12,4,788.05,53.587,,0,425,,,,,,,,,,,,23,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,226.271649,
3982,2020-09-02 22:05:47,2020-08-13 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6286,6286,0,12,4,792.59,53.713,,0,426,,,,,,,,,,,,36,1,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,187.701938,1474.669948
4009,2020-09-02 22:05:47,2020-08-14 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6310,6310,-2,10,4,795.61,53.713,,0,426,,,,,,,,,,,,24,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,163.933705,1474.669948
4025,2020-09-02 22:05:47,2020-08-15 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6335,6335,0,10,4,798.76,53.839,,0,427,,,,,,,,,,,,25,1,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,164.590118,738.200391
4043,2020-09-02 22:05:47,2020-08-16 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6353,6353,1,11,4,801.03,53.965,,0,428,,,,3492.0,,,,,,,,18,1,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,173.005951,492.710089
4069,2020-09-02 22:05:47,2020-08-17 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6387,6387,-2,9,4,805.32,54.092,,0,429,,109.0,1325.0,,,,,,,,,34,1,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,159.834995,369.964602
4096,2020-09-02 22:05:47,2020-08-18 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6430,6430,2,11,5,810.74,54.218,,0,430,,,,,,,,,,,,43,1,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,153.015326,370.831042
4123,2020-09-02 22:05:47,2020-08-19 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6477,6477,1,12,5,816.67,54.218,,0,430,,,,,,,,,,,,47,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,132.676183,370.831042
4148,2020-09-02 22:05:47,2020-08-20 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6552,6552,4,16,5,826.13,54.218,,0,430,,,,,,,,,,,,75,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,102.90027,495.020589
4175,2020-09-02 22:05:47,2020-08-21 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6615,6615,-1,15,5,834.07,54.218,,0,430,,,,3302.0,,,,,,,,63,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,85.758678,743.399005
4192,2020-09-02 22:05:47,2020-08-22 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6659,6659,0,15,5,839.62,54.218,,0,430,,,,,,,,,,,,44,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,83.101909,1488.532898
4210,2020-09-02 22:05:47,2020-08-23 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6690,6690,0,15,6,843.53,54.218,,0,430,,,,,,,,,,,,31,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,87.431735,
4237,2020-09-02 22:05:47,2020-08-24 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6758,6758,6,21,6,852.1,54.218,,0,430,,458.0,1917.0,,,,,,,,,68,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,81.605199,
4263,2020-09-02 22:05:47,2020-08-25 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6824,6824,1,22,7,860.42,54.218,,0,430,,,,,,,,,,,,66,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,85.204583,
4289,2020-09-02 22:05:47,2020-08-26 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6888,6888,-3,19,7,868.49,54.344,,0,431,,,,,,,,,,,,64,1,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,85.698635,1491.998635
4316,2020-09-02 22:05:47,2020-08-27 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,6962,6962,-3,16,5,877.82,54.47,,0,432,,,,,,,,,,,,74,1,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,77.88614,746.864747
4343,2020-09-02 22:05:47,2020-08-28 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,7042,7042,-2,14,5,887.91,54.47,,0,432,,,,,,,,,,,,80,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,67.586733,746.864747
4360,2020-09-02 22:05:47,2020-08-29 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,7102,7102,2,16,5,895.47,54.47,,0,432,,,,,,,,,,,,60,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,69.80412,746.864747
4378,2020-09-02 22:05:47,2020-08-30 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,7149,7149,0,16,5,901.4,54.47,,0,432,,,,,,,,,,,,47,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,74.489221,746.864747
4405,2020-09-02 22:05:47,2020-08-31 01:00:00,,VD,Vaud,22,46.570091,6.557809000000001,7180,7180,0,16,5,905.31,54.47,,0,432,,,,,,,,,,,,31,0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,83.474264,1495.464373
