,last_update,timestamp,tests_performed,abbreviation_canton,name_canton,number_canton,lat,long,total_positive_cases,total_currently_positive_cases,new_hosp,total_hospitalized,intensive_care,total_currently_positive_per_100k,deaths_per_100k,released,ncumul_ICU_intub,deaths,ncumul_vent,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,ncumul_ICF,TotalPosTests1,ninst_ICU_intub,ncumul_confirmed_non_resident,current_hosp_non_resident,diff_tested,current_hosp_resident,new_positive_cases,new_deaths,source,doubling_time_total_positive,doubling_time_fatalities
3091,2020-08-11 00:12:34,2020-07-07 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2079,2079,-2,7,1,608.78,44.802,305,0,153,0,,,,,,,,,,,,3,0,https://www.vs.ch/de/web/coronavirus,478.616037,
3116,2020-08-11 00:12:34,2020-07-08 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2079,2079,0,7,1,608.78,44.802,305,0,153,0,,,,,,,,,,,,0,0,https://www.vs.ch/de/web/coronavirus,718.792234,
3142,2020-08-11 00:12:34,2020-07-09 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2081,2081,1,8,1,609.37,44.802,305,0,153,0,,,,,,,,,,,,2,0,https://www.vs.ch/de/web/coronavirus,719.485382,
3167,2020-08-11 00:12:34,2020-07-10 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2084,2084,-1,7,2,610.25,44.802,307,0,153,0,,,,,,,,,,,,3,0,https://www.vs.ch/de/web/coronavirus,654.865024,
3185,2020-08-11 00:12:34,2020-07-11 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2089,2089,0,7,2,611.71,44.802,307,0,153,0,,,,,,,,,,,,5,0,https://www.vs.ch/de/web/coronavirus,555.182429,
3203,2020-08-11 00:12:34,2020-07-12 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2092,2092,0,7,2,612.59,44.802,307,0,153,0,,,,,,,,,,,,3,0,https://www.vs.ch/de/web/coronavirus,555.982217,
3230,2020-08-11 00:12:34,2020-07-13 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2095,2095,-1,6,2,613.47,44.802,308,0,153,0,,,,,,,,,,,,3,0,https://www.vs.ch/de/web/coronavirus,452.059713,
3256,2020-08-11 00:12:34,2020-07-14 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2100,2100,0,6,1,614.93,44.802,308,0,153,0,,,,,,,,,,,,5,0,https://www.vs.ch/de/web/coronavirus,381.319528,
3282,2020-08-11 00:12:34,2020-07-15 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2102,2102,0,6,1,615.52,44.802,308,0,153,0,,,,,,,,,,,,2,0,https://www.vs.ch/de/web/coronavirus,402.985585,
3308,2020-08-11 00:12:34,2020-07-16 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2103,2103,0,6,1,615.81,44.802,308,0,153,0,,,,,,,,,,,,1,0,https://www.vs.ch/de/web/coronavirus,518.868246,
3333,2020-08-11 00:12:34,2020-07-17 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2105,2105,0,6,2,616.4,44.802,310,0,153,1,,,,,,,,,,,,2,0,https://www.vs.ch/de/web/coronavirus,559.447964,
3351,2020-08-11 00:12:34,2020-07-18 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2105,2105,-1,5,2,616.4,44.802,311,0,153,1,,,,,,,,,,,,0,0,https://www.vs.ch/de/web/coronavirus,727.803164,
3369,2020-08-11 00:12:34,2020-07-19 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2106,2106,0,5,2,616.69,44.802,311,0,153,1,,,,,,,,,,,,1,0,https://www.vs.ch/de/web/coronavirus,1214.73961,
3396,2020-08-11 00:12:34,2020-07-20 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2109,2109,0,5,2,617.57,44.802,311,0,153,1,,,,,,,,,,,,3,0,https://www.vs.ch/de/web/coronavirus,1042.442889,
3422,2020-08-11 00:12:34,2020-07-21 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2111,2111,0,5,1,618.16,44.802,311,0,153,1,,,,,,,,,,,,2,0,https://www.vs.ch/de/web/coronavirus,912.787097,
3448,2020-08-11 00:12:34,2020-07-22 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2114,2114,0,5,1,619.03,44.802,311,0,153,1,,,,,,,,,,,,3,0,https://www.vs.ch/de/web/coronavirus,812.328755,
3474,2020-08-11 00:12:34,2020-07-23 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2116,2116,0,5,1,619.62,44.802,311,0,153,1,,,,,,,,,,,,2,0,https://www.vs.ch/de/web/coronavirus,664.947188,
3501,2020-08-11 00:12:34,2020-07-24 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2119,2119,1,6,1,620.5,44.802,311,0,153,1,,,,,,,,,,,,3,0,https://www.vs.ch/de/web/coronavirus,563.180307,
3518,2020-08-11 00:12:34,2020-07-25 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2119,2119,-1,5,1,620.5,44.802,312,0,153,1,,,,,,,,,,,,0,0,https://www.vs.ch/de/web/coronavirus,732.655204,
3536,2020-08-11 00:12:34,2020-07-26 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2119,2119,0,5,1,620.5,44.802,312,0,153,1,,,,,,,,,,,,0,0,https://www.vs.ch/de/web/coronavirus,916.252837,
3562,2020-08-11 00:12:34,2020-07-27 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2122,2122,0,5,1,621.38,44.802,312,0,153,1,,,,,,,,,,,,3,0,https://www.vs.ch/de/web/coronavirus,917.552489,
3588,2020-08-11 00:12:34,2020-07-28 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2127,2127,0,5,1,622.84,44.802,312,0,153,1,,,,,,,,,,,,5,0,https://www.vs.ch/de/web/coronavirus,668.412931,
3615,2020-08-11 00:12:34,2020-07-29 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2136,2136,0,5,1,625.48,44.802,312,0,153,1,,,,,,,,,,,,9,0,https://www.vs.ch/de/web/coronavirus,433.724347,
3642,2020-08-11 00:12:34,2020-07-30 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2145,2145,0,5,1,628.11,44.802,312,0,153,1,,,,,,,,,,,,9,0,https://www.vs.ch/de/web/coronavirus,284.186822,
3669,2020-08-11 00:12:34,2020-07-31 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2147,2147,-1,4,1,628.7,44.802,313,0,153,1,,,,,,,,,,,,2,0,https://www.vs.ch/de/web/coronavirus,264.011019,
3688,2020-08-11 00:12:34,2020-08-01 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2150,2150,0,4,1,629.58,44.802,313,0,153,1,,,,,,,,,,,,3,0,https://www.vs.ch/de/web/coronavirus,264.382353,
3706,2020-08-11 00:12:34,2020-08-02 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2151,2151,0,4,1,629.87,44.802,313,0,153,1,,,,,,,,,,,,1,0,https://www.vs.ch/de/web/coronavirus,308.880472,
3733,2020-08-11 00:12:34,2020-08-03 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2153,2153,0,4,1,630.45,44.802,313,0,153,1,,,,,,,,,,,,2,0,https://www.vs.ch/de/web/coronavirus,437.190101,
3759,2020-08-11 00:12:34,2020-08-04 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2161,2161,0,4,1,632.8,44.802,313,0,153,1,,,,,,,,,,,,8,0,https://www.vs.ch/de/web/coronavirus,466.355941,
3786,2020-08-11 00:12:34,2020-08-05 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2166,2166,0,4,1,634.26,44.802,313,0,153,1,,,,,,,,,,,,5,0,https://www.vs.ch/de/web/coronavirus,393.35848,
3811,2020-08-11 00:12:34,2020-08-06 01:00:00,,VS,Valais/Wallis,23,46.209567,7.604659,2166,2166,0,4,1,634.26,44.802,313,0,153,1,,,,,,,,,,,,0,0,https://www.vs.ch/de/web/coronavirus,467.438989,
