,last_update,timestamp,tests_performed,abbreviation_canton,name_canton,number_canton,lat,long,total_positive_cases,total_currently_positive_cases,new_hosp,total_hospitalized,intensive_care,total_currently_positive_per_100k,deaths_per_100k,released,ncumul_ICU_intub,deaths,ncumul_vent,current_isolated,current_quarantined,ncumul_ICF,ncumul_confirmed_non_resident,current_hosp_non_resident,TotalPosTests1,ninst_ICU_intub,new_positive_cases,new_deaths,source,doubling_time_total_positive,doubling_time_fatalities
308,2020-06-12 05:04:21,2020-03-17 02:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,152,152,0,9,,76.81,0.505,,0,1,,,,,,,,,0,0,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,0.0,0.0
329,2020-06-12 05:04:21,2020-03-18 02:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,204,204,4,13,,103.08,0.505,,0,1,,,,,,,,,52,0,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,0.0,0.0
351,2020-06-12 05:04:21,2020-03-19 02:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,252,252,5,18,,127.34,1.011,,0,2,,,,,,,,,48,1,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,0.0,0.0
372,2020-06-12 05:04:21,2020-03-20 02:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,283,283,6,24,,143.0,1.516,,0,3,,,,,,,,,31,1,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,0.0,0.0
395,2020-06-12 05:04:21,2020-03-21 02:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,311,311,0,24,,157.15,2.021,,0,4,,,,,,,,,28,1,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,0.0,0.0
415,2020-06-12 05:04:21,2020-03-22 02:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,327,327,3,27,,165.23,2.021,,0,4,,,,,,,,,16,0,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,4.523989,2.5
436,2020-06-12 05:04:21,2020-03-23 02:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,386,386,2,29,,195.05,2.527,,0,5,,,,,,,,,59,1,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,5.434595,2.153383
462,2020-06-12 05:04:21,2020-03-24 02:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,419,419,14,43,,211.72,3.032,,0,6,,,,,,,,,33,1,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,6.816386,3.154649
489,2020-06-12 05:04:21,2020-03-25 02:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,458,458,2,45,,231.43,4.042,,0,8,,,,,,,,,39,2,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,7.198952,3.533475
515,2020-06-12 05:04:21,2020-03-26 02:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,487,487,7,52,,246.08,4.042,,0,8,,,,,,,,,29,0,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,7.727889,5.0
542,2020-06-12 05:04:21,2020-03-27 02:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,513,513,6,58,,259.22,4.548,,0,9,,,,,,,,,26,1,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,7.696236,4.273778
568,2020-06-12 05:04:21,2020-03-28 02:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,527,527,5,63,,266.3,6.064,,0,12,,,,,,,,,14,3,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,11.130847,3.95872
592,2020-06-12 05:04:21,2020-03-29 01:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,542,542,0,63,,273.88,7.58,,0,15,,,,,,,,,15,3,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,13.464655,3.782354
618,2020-06-12 05:04:21,2020-03-30 01:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,591,591,-5,58,,298.64,9.601,,0,19,,,,,,,,,49,4,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,13.593955,4.006643
644,2020-06-12 05:04:21,2020-03-31 01:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,617,617,0,58,,311.77,11.622,,0,23,,,,,,,,,26,4,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,14.647777,3.281783
670,2020-06-12 05:04:21,2020-04-01 01:00:00,,GR,Graubünden/Grigioni,01,46.656248,9.628198,635,635,1,59,,320.87,13.138,,0,26,,,,,,,,,18,3,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/_layouts/15/GenericDataFeed/feed.aspx?PageID=26&ID=g_1175d522_e609_4287_93af_d14c9efd5218&FORMAT=JSONRAW,16.244432,3.266875
