,last_update,timestamp,tests_performed,abbreviation_canton,name_canton,number_canton,lat,long,total_positive_cases,total_currently_positive_cases,new_hosp,total_hospitalized,intensive_care,total_currently_positive_per_100k,deaths_per_100k,released,ncumul_ICU_intub,deaths,ncumul_vent,current_isolated,current_quarantined,ncumul_ICF,ncumul_confirmed_non_resident,current_hosp_non_resident,TotalPosTests1,ninst_ICU_intub,new_positive_cases,new_deaths,source,doubling_time_total_positive,doubling_time_fatalities
2301,2020-06-17 04:04:26,2020-06-05 01:00:00,,JU,Jura,26,47.350744,7.156107,205,205,0,1,0,279.67,9.55,,0,7,,,,,,,,,0,0,https://www.jura.ch/Htdocs/Files/v/34671.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_16_06.xlsx?download=1,,
2322,2020-06-17 04:04:26,2020-06-06 01:00:00,,JU,Jura,26,47.350744,7.156107,205,205,0,1,0,279.67,9.55,,0,7,,,,,,,,,0,0,https://www.jura.ch/Htdocs/Files/v/34671.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_16_06.xlsx?download=1,,
2340,2020-06-17 04:04:26,2020-06-07 01:00:00,,JU,Jura,26,47.350744,7.156107,205,205,0,1,0,279.67,9.55,,0,7,,,,,,,,,0,0,https://www.jura.ch/Htdocs/Files/v/34671.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_16_06.xlsx?download=1,,
2362,2020-06-17 04:04:26,2020-06-08 01:00:00,,JU,Jura,26,47.350744,7.156107,205,205,0,1,0,279.67,9.55,,0,7,,,,,,,,,0,0,https://www.jura.ch/Htdocs/Files/v/34671.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_16_06.xlsx?download=1,,
2387,2020-06-17 04:04:26,2020-06-09 01:00:00,,JU,Jura,26,47.350744,7.156107,205,205,0,1,0,279.67,9.55,,0,7,,,,,,,,,0,0,https://www.jura.ch/Htdocs/Files/v/34671.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_16_06.xlsx?download=1,,
2410,2020-06-17 04:04:26,2020-06-10 01:00:00,,JU,Jura,26,47.350744,7.156107,205,205,0,1,0,279.67,9.55,,0,7,,,,,,,,,0,0,https://www.jura.ch/Htdocs/Files/v/34671.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_16_06.xlsx?download=1,,
2432,2020-06-17 04:04:26,2020-06-11 01:00:00,,JU,Jura,26,47.350744,7.156107,205,205,0,1,0,279.67,9.55,,0,7,,,,,,,,,0,0,https://www.jura.ch/Htdocs/Files/v/34671.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_16_06.xlsx?download=1,,
2453,2020-06-17 04:04:26,2020-06-12 01:00:00,,JU,Jura,26,47.350744,7.156107,205,205,0,1,0,279.67,9.55,,0,7,,,,,,,,,0,0,https://www.jura.ch/Htdocs/Files/v/34671.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_16_06.xlsx?download=1,,
2470,2020-06-17 04:04:26,2020-06-13 01:00:00,,JU,Jura,26,47.350744,7.156107,206,206,0,1,0,281.04,9.55,,0,7,,,,,,,,,1,0,https://www.jura.ch/Htdocs/Files/v/34671.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_16_06.xlsx?download=1,712.207323,
2487,2020-06-17 04:04:26,2020-06-14 01:00:00,,JU,Jura,26,47.350744,7.156107,206,206,0,1,0,281.04,9.55,,0,7,,,,,,,,,0,0,https://www.jura.ch/Htdocs/Files/v/34671.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_16_06.xlsx?download=1,712.207323,
2508,2020-06-17 04:04:26,2020-06-15 01:00:00,,JU,Jura,26,47.350744,7.156107,206,206,0,1,0,281.04,9.55,,0,7,,,,,,,,,0,0,https://www.jura.ch/Htdocs/Files/v/34671.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_16_06.xlsx?download=1,712.207323,
2529,2020-06-17 04:04:26,2020-06-16 01:00:00,,JU,Jura,26,47.350744,7.156107,206,206,0,1,0,281.04,9.55,,0,7,,,,,,,,,0,0,https://www.jura.ch/Htdocs/Files/v/34671.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_16_06.xlsx?download=1,712.207323,
