,last_update,timestamp,tests_performed,abbreviation_canton,name_canton,number_canton,lat,long,total_positive_cases,total_currently_positive_cases,new_hosp,total_hospitalized,intensive_care,total_currently_positive_per_100k,deaths_per_100k,released,ncumul_ICU_intub,deaths,ncumul_vent,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,ncumul_ICF,TotalPosTests1,ninst_ICU_intub,ncumul_confirmed_non_resident,current_hosp_non_resident,ndiff_tests_total,current_hosp_resident,ndiff_tests_positive,ndiff_tests_negative,tests_positivity_rate,new_positive_cases,new_deaths,source,doubling_time_total_positive,doubling_time_fatalities
4103,2020-08-30 20:05:05,2020-08-19 06:00:00,,BE,Bern/Berne,02,46.823608,7.636667,2341,2341,0,7,1,227.04,9.504,,0,98,0,,,,,,,,,,,,,,,19,0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,131.264224,
4128,2020-08-30 20:05:05,2020-08-20 06:00:00,,BE,Bern/Berne,02,46.823608,7.636667,2352,2352,0,7,1,228.11,9.504,,0,98,0,,,,,,,,,,,,,,,11,0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,143.82108,
4155,2020-08-30 20:05:05,2020-08-21 06:00:00,,BE,Bern/Berne,02,46.823608,7.636667,2373,2373,0,5,2,230.14,9.504,,0,98,1,,,,,,,,,,,,,,,21,0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,126.762225,
4180,2020-08-30 20:05:05,2020-08-22 06:00:00,,BE,Bern/Berne,02,46.823608,7.636667,2382,2382,0,5,2,231.02,9.504,,0,98,1,,,,,,,,,,,,,,,9,0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,121.473563,
4197,2020-08-30 20:05:05,2020-08-23 06:00:00,,BE,Bern/Berne,02,46.823608,7.636667,2397,2397,0,5,2,232.47,9.601,,0,99,1,,,,,,,,,,,,,,,15,1,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,109.022871,341.372054
4217,2020-08-30 20:05:05,2020-08-24 06:00:00,,BE,Bern/Berne,02,46.823608,7.636667,2409,2409,0,4,1,233.63,9.601,,0,99,1,,,,,,,,,,,,,,,12,0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,121.037653,341.372054
4243,2020-08-30 20:05:05,2020-08-25 06:00:00,,BE,Bern/Berne,02,46.823608,7.636667,2420,2420,0,4,1,234.7,9.601,,0,99,1,,,,,,,,,,,,,,,11,0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,121.598325,341.372054
4269,2020-08-30 20:05:05,2020-08-26 06:00:00,,BE,Bern/Berne,02,46.823608,7.636667,2443,2443,0,4,1,236.93,9.601,,0,99,1,,,,,,,,,,,,,,,23,0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,119.212919,341.372054
4296,2020-08-30 20:05:05,2020-08-27 06:00:00,,BE,Bern/Berne,02,46.823608,7.636667,2462,2462,0,4,1,238.77,9.601,,0,99,1,,,,,,,,,,,,,,,19,0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,104.915614,341.372054
4321,2020-08-30 20:05:05,2020-08-28 06:00:00,,BE,Bern/Berne,02,46.823608,7.636667,2487,2487,0,4,1,241.2,9.601,,0,99,1,,,,,,,,,,,,,,,25,0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,94.026322,
4342,2020-08-30 20:05:05,2020-08-29 06:00:00,,BE,Bern/Berne,02,46.823608,7.636667,2506,2506,0,4,1,243.04,9.601,,0,99,1,,,,,,,,,,,,,,,19,0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,87.793197,
4347,2020-08-30 20:05:05,2020-08-30 06:00:00,,BE,Bern/Berne,02,46.823608,7.636667,2529,2529,0,4,1,245.27,9.601,,0,99,1,,,,,,,,,,,,,,,23,0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,78.665841,
